First Name,Last Name,Prediction
Jennifer,Garcia,0
Mark,Brown,0
Beth,Lambert,0
Terrance,Mckinney,0
Jason,Singh,0
Daniel,Escobar,0
John,Hudson,0
Sharon,Smith,0
Allison,Allen,0
Angie,Jones,0
Frank,Anderson,0
James,Hunt,0
Karen,Gordon,0
Ian,Patton,0
Jenna,Brooks,0
Mary,Pruitt,0
Thomas,Hale,0
Jeffrey,Munoz,0
Sarah,Foster,0
Michelle,Johnston,0
Raymond,Lloyd,0
Keith,Sanders,0
William,Cannon,0
James,Bishop,0
Jennifer,Banks,0
Matthew,Young,0
Margaret,Mendez,0
Willie,Jordan,0
Tracy,Conway,0
Phillip,Delacruz,0
Christopher,White,0
Marissa,Clark,0
Jessica,Ward,0
Michael,Vargas,0
Rita,Myers,0
John,Chandler,0
Dawn,Gray,0
Margaret,Ray,0
Jessica,Ward,0
Carrie,Washington,0
Christie,Williamson,0
Christopher,Gregory,0
Dalton,Jones,0
Melanie,Jimenez,0
Erin,Chavez,0
Stacy,Walsh,0
Kristin,Williams,0
Steven,Johnson,0
Steven,Walters,0
Wayne,Payne,0
Phillip,Robertson,0
Samuel,Sandoval,0
Ashley,Cruz,0
Carrie,Washington,0
Jerry,Robinson,0
James,Reese,0
Kyle,Wilkinson,0
Sonya,Jensen,0
Joseph,Murray,0
Margaret,Lam,0
Kevin,Summers,0
Richard,Carter,0
Jessica,Shaw,0
Kimberly,Miller,0
Matthew,Lambert,0
Dalton,Jones,0
Mary,Wall,0
Nicholas,Tran,0
Theresa,Powell,0
Randall,Burgess,0
Sabrina,Nolan,0
Ruth,Fuller,0
Adam,Stark,0
Cristian,Jones,0
Carrie,Washington,0
Donna,Moreno,0
Roberta,Mccarthy,0
Eric,Preston,0
Gary,Barnes,0
Timothy,Gomez,0
Edward,Sanchez,0
Kevin,Elliott,0
Joshua,Bryant,0
Roberta,Mccarthy,0
Cody,Dean,0
Jennifer,Carrillo,0
Dustin,Roberts,0
Robert,Evans,0
Barbara,Nelson,0
Joseph,Spencer,0
Juan,Henry,0
Alan,Colon,0
Phillip,Robertson,0
Monique,Robinson,0
Brianna,Page,0
Justin,Bell,0
Daniel,Melton,0
Tabitha,Reyes,0
Mary,Myers,0
Ann,Lawson,0
Margaret,Mendez,0
Katherine,Tucker,0
Christine,Burns,0
Olivia,Stephenson,0
Jordan,May,0
Jessica,Dominguez,0
Robert,Andrade,0
John,Hudson,0
Tina,Lawrence,0
James,Cooper,0
Barbara,Taylor,0
Monique,Robinson,0
Dale,Smith,0
David,White,0
Andrew,Tucker,0
Nicholas,Thornton,0
Charles,Moreno,0
Gina,Morrison,0
David,Serrano,0
Adam,Mcdonald,0
Edward,Tapia,0
Destiny,Lowe,0
Kathryn,Smith,0
Mary,Wall,0
Christine,Harris,0
Christie,Williamson,0
Jill,Flores,0
Jacqueline,Curry,0
David,Miller,0
Stephanie,Gill,0
Chris,White,0
Michelle,Gregory,0
Michael,Williams,0
Tina,Lawrence,0
Christopher,Gilbert,0
Michelle,Johnston,0
Sabrina,Johnson,0
Jackie,Davis,0
James,Yoder,0
Amber,Lewis,0
Kristina,Stewart,0
Andrew,Mcgee,0
Tanner,Carroll,0
Judy,Hogan,0
Stacy,Walsh,0
Sandra,Davies,0
Robert,Ashley,0
Jessica,Ward,0
Andrew,Patterson,0
James,Strickland,0
Keith,Sanders,0
Ryan,Cook,0
Kyle,Simmons,0
Maria,Garcia,0
Barbara,Norman,0
Tracy,Conway,0
Stephanie,Gill,0
Steven,Yoder,0
Beth,Lambert,0
Kristina,Stewart,0
Sally,Moore,0
Benjamin,Kim,0
Maria,Garcia,0
Michael,Flores,0
Christian,Roman,0
Jessica,Garcia,0
Joanne,Padilla,0
Randall,Burgess,0
Samuel,Jenkins,0
Jessica,Perez,0
James,Bishop,0
James,Reese,0
Erika,Gonzalez,0
Greg,Villarreal,0
David,Wolfe,0
Alyssa,Morgan,0
Brittany,Guerra,0
Gina,Grimes,0
Mark,Brown,0
John,Robertson,0
Bryan,Miller,0
Angela,Ross,0
Omar,Gay,0
Rebecca,Conley,0
Kristen,Hanson,0
Daniel,Owens,0
Kevin,Walters,0
Felicia,Combs,0
Margaret,Gibson,0
Sarah,Clark,0
Jesse,Roberts,0
Morgan,Murray,0
Sabrina,Johnson,0
Ashley,Cabrera,0
Joseph,Moody,0
Teresa,Clark,0
Jessica,Smith,0
Brittany,Cox,0
James,Baldwin,0
Antonio,Koch,0
Victoria,Fleming,0
Samuel,Farrell,0
Jeremy,Moore,0
Sabrina,Johnson,0
Monica,Cohen,0
Benjamin,Robinson,0
Jennifer,Vance,0
Richard,Carter,0
Patrick,Torres,0
Amanda,Fitzgerald,0
Patricia,Gonzalez,0
David,Serrano,0
Christopher,Patterson,0
William,Johnson,0
Mary,Wall,0
Jared,Velazquez,0
Christian,Roman,0
Carol,Dillon,0
Kelsey,Richards,0
Lisa,Hendrix,0
Spencer,Williams,0
Alan,Howard,0
Robert,Martinez,0
Robert,Jordan,0
Kristina,Stewart,0
Sharon,Johnson,0
Joseph,Moody,0
Lauren,Moreno,0
Dawn,Stephens,0
Emily,Hall,0
Adam,Keller,0
Hayden,Sanders,0
Ruth,Fuller,0
Kathy,Hughes,0
Kristina,Stewart,0
Jackie,Davis,0
Kimberly,Rice,0
Tammy,Ayers,0
Christian,Roman,0
Greg,Villarreal,0
Harry,Mckee,0
Alan,Parsons,0
Lori,Ramirez,0
Ashley,Cruz,0
Jeffrey,Smith,0
William,Marshall,0
Jessica,Benitez,0
Kathleen,Nash,0
Phillip,Delacruz,0
Kyle,Park,0
Robert,Nguyen,0
Nathan,Massey,0
Ann,Lawson,0
Dawn,Tucker,0
Kristen,Hanson,0
Karen,Gordon,0
Kenneth,Doyle,0
Mary,Pruitt,0
Sarah,Bishop,0
Nathan,Massey,0
James,Stephens,0
Willie,Jordan,0
Jacqueline,Caldwell,0
Adam,Santos,0
Ana,Mccormick,0
Regina,Johnston,0
Justin,Fowler,0
Ruth,Fuller,0
Eric,Preston,0
Wayne,Payne,0
Randy,Murphy,0
Monica,Tucker,0
Sara,Ramirez,0
Rachel,Villarreal,0
Morgan,Murray,0
Jennifer,Jones,0
Vincent,Richards,0
James,Stephens,0
Karen,Gordon,0
Meredith,Ayala,0
Nicholas,Tran,0
Lisa,Collins,0
Alan,Howard,0
Ian,Patton,0
Breanna,Rodriguez,0
Jennifer,Vance,0
Rebecca,Erickson,0
William,Fitzgerald,0
Jennifer,Bishop,0
Martin,Ford,0
Meredith,Campbell,0
Dustin,Roberts,0
Christopher,Horn,0
Justin,Bell,0
Jennifer,Bishop,0
James,Strickland,0
Rebecca,Conley,0
Andrea,Lewis,0
Mary,Williams,0
Gina,Grimes,0
Crystal,Gamble,0
Christopher,Ortega,0
Richard,Carter,0
Jacob,Weber,0
Margaret,Gibson,0
Rebecca,Conley,0
Frank,Anderson,0
Steven,Walters,0
David,Cole,0
Melissa,Krause,0
Richard,Barnes,0
Candice,Brown,0
Jerry,Perkins,0
Cheryl,Ballard,0
Mackenzie,Smith,0
Monica,Cohen,0
Daniel,Escobar,0
Claire,Davis,0
Amanda,Adams,0
Karen,Gordon,0
Charles,Rodriguez,0
Randy,Murphy,0
Ana,Howell,0
Mary,Juarez,0
Patrick,Torres,0
Stephanie,Gill,0
Mary,Diaz,0
Donna,Davis,0
Samuel,Frey,0
Crystal,Gamble,0
Amanda,Alexander,0
Lisa,Lopez,0
Richard,Waters,0
Krystal,Gamble,0
Megan,Bernard,0
Kayla,Obrien,0
Tanner,Carroll,0
Melissa,Rodriguez,0
Danielle,Yu,0
Leah,Garner,0
Nathan,Mendoza,0
Karen,Cooper,0
Cristian,Jones,0
Justin,Bell,0
Timothy,Kirby,0
Aaron,Murray,0
Joseph,Davis,0
Lisa,Hendrix,0
Wayne,Marsh,0
Ashley,Lopez,0
Curtis,Young,0
Joanna,Hudson,0
Ashley,Mcdonald,0
Elizabeth,Mckee,0
Gary,Hall,0
Sarah,Clark,0
Jessica,Garcia,0
Frank,Anderson,0
Sally,Moore,0
Sally,Moore,0
Bridget,Bowen,0
Daniel,Jones,0
Stephanie,Gill,0
Ashley,Whitney,0
Rachel,Daniels,0
Stephanie,Gill,0
Brianna,Wilson,0
Jessica,Potter,0
Leslie,Ford,0
Deborah,Fisher,0
Jeffrey,Munoz,0
Lisa,Lowe,0
Allen,Bell,0
Randall,Burgess,0
Cassandra,Nunez,0
Daniel,Jones,0
Helen,Campbell,0
Shelby,Mitchell,0
Barbara,Norman,0
Brenda,Johnson,0
Benjamin,Robinson,0
Savannah,Lewis,0
Amanda,Spencer,0
Charles,Preston,0
Jared,Camacho,0
Megan,Bernard,0
Michelle,Rodriguez,0
Whitney,Gallagher,0
John,Miller,0
Ryan,Johnson,0
Sharon,Smith,0
Savannah,Lewis,0
Christina,Rose,0
Lisa,Collins,0
Jasmine,Foster,0
Ian,Patton,0
Lauren,Anderson,0
Rachel,Lowe,0
Alicia,Morales,0
Janet,Turner,0
James,Stephens,0
David,Rodriguez,0
Megan,Bernard,0
Edward,Hensley,0
Ellen,Smith,0
Jeffrey,Lewis,0
Debbie,Hughes,0
Susan,Shah,0
Jeremy,White,0
Marissa,Powell,0
Gary,Martinez,0
Roberta,Mccarthy,0
Barbara,Taylor,0
Allison,Ayala,0
Marissa,Powell,0
Walter,Blair,0
Bill,Lane,0
Crystal,Gamble,0
Stacy,Lambert,0
Jeremy,Roberson,0
Michael,Jackson,0
Meredith,Ayala,0
Gina,Gomez,0
Megan,Murphy,0
Frederick,Robinson,0
Tiffany,Stephens,0
Christopher,White,0
Andrea,Cruz,0
Andrea,Cruz,0
Crystal,Gamble,0
Jason,Farmer,0
Terrance,Mckinney,0
Michelle,Anderson,0
Leslie,Ford,0
Mario,Johns,0
Tanner,Carroll,0
Francisco,Kemp,0
Melody,Thompson,0
Steven,Arnold,0
Jason,Hernandez,0
Charles,Moreno,0
Michelle,Anderson,0
Katherine,Pennington,0
Amber,Perez,0
Tanner,Davis,0
James,Stephens,0
Dylan,Garcia,0
Eric,Preston,0
Jessica,Bell,0
Teresa,Stein,0
Charles,Carrillo,0
Krystal,Key,0
Larry,House,0
Randall,Burgess,0
Erika,Mason,0
John,Myers,0
Rachel,Lowe,0
Eric,Preston,0
John,Williams,0
James,Stephens,0
Cody,Hooper,0
William,Thompson,0
Kenneth,Edwards,0
Samuel,Farrell,0
Christopher,Gregory,0
Jessica,Benitez,0
Jacob,Patel,0
Elizabeth,Maxwell,0
Olivia,Stephenson,0
Linda,Hurst,0
Jennifer,Bishop,0
Robin,Smith,0
Kathryn,Smith,0
Eric,Patel,0
Susan,Washington,0
Zachary,Allen,0
Christopher,Matthews,0
Chris,White,0
Nathan,Thomas,0
Andrew,Tucker,0
Jill,Jacobs,0
Benjamin,Kim,0
Jenna,Brooks,0
Stacy,Villegas,0
Pamela,Matthews,0
Kenneth,Edwards,0
Teresa,Stein,0
Sarah,Bishop,0
Michelle,Gregory,0
Rebecca,Erickson,0
Cristian,Jones,0
Joseph,Murray,0
Theresa,Powell,0
Laura,Johns,0
Christopher,Patterson,0
Thomas,Hale,0
Jamie,Olson,0
Charles,Robles,0
Jessica,Ward,0
Amanda,Wheeler,0
Michael,Olson,0
Amanda,Williams,0
Margaret,Mendez,0
Sarah,Bell,0
Matthew,Russell,0
Nathan,Massey,0
Debbie,Hughes,0
Joanne,Williams,0
Felicia,Mckee,0
Eric,Patel,0
Michelle,Johnston,0
Lauren,Anderson,0
Amanda,Wheeler,0
Michael,Rodriguez,0
Jeremy,White,0
Robert,Martinez,0
Adam,Kirk,0
David,Everett,0
Michelle,Johnston,0
Mary,Williams,0
Lori,Rodriguez,0
Jennifer,Scott,0
Daniel,Cain,0
Adam,Kirk,0
Bryce,Joseph,0
Jennifer,Jones,0
Bryan,Miller,0
Jessica,Garcia,0
Brooke,Smith,0
Jacob,Weber,0
Crystal,Gamble,0
Gina,Morrison,0
Sara,Ramirez,0
Melissa,Mcclure,0
Mackenzie,Smith,0
Tamara,Martinez,0
Misty,Rivera,0
William,Fitzgerald,0
Kimberly,Gonzalez,0
Kenneth,Edwards,0
Candice,Brown,0
Joseph,Moody,0
Diana,Jacobs,0
Alan,Howard,0
Sharon,Smith,0
Leslie,Ford,0
Susan,Washington,0
Randy,Wood,0
Cesar,Smith,0
Chris,Daniel,0
Jeremy,Roberson,0
Sharon,Johnson,0
Mark,Wood,0
Amber,Perez,0
Tina,Lawrence,0
Eric,Preston,0
Andrew,Patterson,0
Susan,Mills,0
Cesar,Smith,0
Jacqueline,Marsh,0
Gina,Morrison,0
Randy,Wood,0
Christopher,Patterson,0
Rebecca,Conley,0
Peter,Edwards,0
Lisa,Lowe,0
Tyler,Mills,0
Cesar,Smith,0
Destiny,Lowe,0
Bryce,Joseph,0
Teresa,Clark,0
April,Johnson,0
Thomas,Gibson,0
Lauren,Moreno,0
Gail,Weaver,0
Ashley,Lopez,0
Jennifer,Carrillo,0
Barbara,Lowe,0
Michael,Rowe,0
Monica,Cohen,0
Timothy,Gomez,0
Joseph,Murray,0
Kristen,Hanson,0
Peter,Edwards,0
Crystal,Fuller,0
Susan,Washington,0
Carolyn,Perez,0
Daniel,Boyd,0
Christopher,Horn,0
Mary,Pruitt,0
Stephen,Lopez,0
David,Miller,0
Randall,Burgess,0
Rebecca,Erickson,0
John,Stevens,0
Jared,Velazquez,0
William,Hunter,0
Dorothy,Thomas,0
Kylie,Kirby,0
Chris,White,0
Kenneth,Richards,0
Dakota,Maldonado,0
Kenneth,Foster,0
Rebecca,Erickson,0
Scott,Martin,0
Rebecca,Farley,0
Carrie,Lewis,0
Patrick,Vaughan,0
Christopher,Luna,0
Christie,Williamson,0
Jacqueline,Allen,0
Sean,Miller,0
Alicia,Hawkins,0
Jessica,Garcia,0
Joshua,Mendoza,0
Amanda,Vance,0
Tami,Forbes,0
Dylan,Garcia,0
Ashley,Whitney,0
Erika,Mason,0
Sharon,Johnson,0
Thomas,Cross,0
Daniel,Boyd,0
James,Greene,0
Michelle,Johnston,0
Cory,Thomas,0
Michael,Francis,0
Linda,Hurst,0
Stephanie,Gill,0
William,Hunter,0
Dustin,Roberts,0
Greg,Villarreal,0
Erin,Chavez,0
Craig,Dunn,0
Tyler,Small,0
Dakota,Maldonado,0
Danielle,Allen,0
Jamie,Robinson,0
Vincent,Waller,0
Eddie,Mendez,0
Andrew,Tucker,0
Donna,Moreno,0
Juan,Sherman,0
Aaron,Pena,0
Jessica,Terry,0
Jacqueline,Washington,0
Jessica,Jordan,0
Bryce,Joseph,0
Katelyn,Wise,0
Andrew,Patterson,0
Elizabeth,Maxwell,0
Steven,Castaneda,0
Jack,Hill,0
Gina,Morrison,0
Angela,West,0
Larry,Warner,0
Michael,Flores,0
Christopher,Castaneda,0
Misty,Rivera,0
Rachel,Lowe,0
Debbie,Hughes,0
Jessica,Shaw,0
Donna,Davis,0
James,Strickland,0
Jacqueline,Howard,0
Melanie,Jimenez,0
Briana,Santos,0
Margaret,Williams,0
Adam,Santos,0
Dustin,Roberts,0
Megan,Bernard,0
Jeffrey,Munoz,0
Timothy,Simmons,0
Kenneth,Robinson,0
Kimberly,Rice,0
Robert,Evans,0
Margaret,Gibson,0
Valerie,Clark,0
Brian,Williams,0
Meredith,Ayala,0
Keith,Sanders,1
Diana,Jacobs,0
Joshua,Carpenter,0
Jamie,Carr,0
Gregory,Graham,0
Angela,Hodges,0
Amanda,Spencer,0
Bridget,Bowen,0
Megan,Murphy,0
Susan,Shah,0
Gail,Weaver,0
Ashley,Whitehead,0
Randy,Murphy,0
Ian,Patton,0
Daniel,Melton,0
Misty,Rivera,0
Dakota,Maldonado,0
Mary,Williams,0
Mary,Juarez,0
Jennifer,Bishop,0
Monica,Lane,0
Phillip,Robertson,0
Christine,Harris,0
Michael,Fisher,0
Justin,Bell,0
Richard,Barnes,0
Justin,Fowler,0
Jacob,Patel,0
Kyle,Park,0
Kurt,Peters,0
Joseph,Murray,0
Bianca,Novak,0
Ashley,Cabrera,0
John,Davis,0
Scott,Cole,0
Kathryn,Smith,0
Teresa,Stein,0
Guy,Thompson,0
Tammy,Davis,0
Mark,Rivera,0
Sharon,Powell,0
Lauren,Moreno,0
Sophia,Dickson,0
Jacqueline,Marsh,0
Mark,Brown,0
Johnny,Bennett,0
Tammy,Davis,0
Vincent,Waller,0
Larry,House,0
Alan,Howard,0
Dawn,Tucker,0
Benjamin,Kim,0
William,Hunter,0
Allen,Bell,0
Pamela,Lewis,0
Christopher,Castaneda,0
Kathleen,Nash,0
Amanda,Gomez,0
Dawn,Tucker,0
Gerald,Anthony,0
Juan,Sherman,0
David,Wolfe,0
Jason,Singh,0
Mary,Myers,0
Kelly,Zimmerman,0
Linda,Hurst,0
Jamie,Carr,0
Ann,Lawson,0
Tyler,Small,0
Alicia,Bishop,0
Daniel,Cain,0
Bryan,Pugh,0
Mackenzie,Smith,0
Spencer,Williams,0
Jason,Murphy,0
William,Lopez,0
Juan,Sherman,0
Christopher,Luna,0
Charles,Copeland,0
Joseph,Nixon,0
Phillip,Robertson,0
Maria,Garcia,0
Tracy,Conway,0
Jill,Flores,0
John,Myers,0
Sarah,Scott,0
Angela,Hodges,0
Audrey,Gonzalez,0
Kevin,Summers,0
Vanessa,Anderson,0
Antonio,Koch,0
John,Miller,0
Amanda,Vance,0
Kevin,Elliott,0
Allison,Allen,0
Sarah,Clark,0
April,Johnson,0
James,Lynch,0
Samuel,Frey,0
Benjamin,Robinson,0
Billy,Gallagher,0
Erica,Walker,0
Craig,Franco,0
Jennifer,Black,0
Kristina,Lewis,0
Meredith,Ayala,0
Frank,Key,0
Carolyn,Perez,0
Joshua,Cohen,0
Jessica,Jordan,0
Jennifer,Garcia,0
Debbie,Hughes,0
Joe,Howard,0
Amanda,Spencer,0
Margaret,Curtis,0
Travis,Hayes,0
Jason,Gray,0
Allison,Allen,0
Eric,Preston,0
Tara,Campbell,0
Derrick,Flores,0
Robert,Ashley,0
Thomas,Mathis,0
Joseph,Davis,0
Jacqueline,Curry,0
Robert,Evans,0
Randall,Dillon,0
Teresa,Stein,0
Scott,Martin,0
Kurt,Peters,0
Tanya,Dickerson,0
Ashley,Blanchard,0
Susan,Hardy,0
Linda,Sanchez,0
Rachel,Daniels,0
Bethany,Andrade,0
Richard,Brown,0
Ashley,Lopez,0
Savannah,Lewis,0
Beth,Lambert,0
Hailey,Rhodes,0
Melissa,Krause,0
Christine,Harris,0
Shelby,Mitchell,0
Jeffery,Sanders,0
Morgan,Murray,0
Crystal,Gamble,0
Jennifer,Bishop,0
Patricia,Mendoza,0
Tara,Campbell,0
Ashley,Robinson,0
Lindsay,Wilson,0
Jacob,Weber,0
Daniel,Cain,0
Joanne,Williams,0
Linda,Gonzalez,0
Erika,Mason,0
Christopher,Horn,0
Teresa,Blankenship,0
James,Cooper,0
Susan,Garcia,0
Samuel,Sandoval,0
Taylor,Khan,0
Jill,Flores,0
Donald,Evans,0
Joseph,Nixon,0
Ana,Mccormick,0
Adam,Santos,0
Margaret,Williams,0
Rebecca,Butler,0
Vincent,Flowers,0
Charles,Moreno,0
Ryan,Foster,0
Morgan,Smith,0
Ronald,White,0
Brittany,Cox,0
Valerie,Clark,0
Michael,Olson,0
Linda,Sanchez,0
Patrick,Vaughan,0
Sharon,Johnson,0
Jared,Camacho,0
Ruth,Fuller,0
Judy,Hogan,0
Aaron,Pena,0
Maureen,Garza,0
Christopher,Carr,0
Taylor,Khan,0
Jason,Murphy,0
Adam,Stark,0
Jennifer,Spencer,0
Emily,Hall,0
Brianna,Foley,0
Steven,Sanders,0
Frank,Key,0
Joseph,Nixon,0
Crystal,Gamble,0
Randall,Burgess,0
Daniel,Escobar,0
Marissa,Powell,0
William,Jenkins,0
Maureen,Garza,0
Joanne,Padilla,0
Samuel,Frey,0
Jennifer,Jones,0
Mackenzie,Salazar,0
Jerry,Robinson,0
Jesse,Roberts,0
Bill,Lane,0
John,Williams,0
Denise,Barnett,0
Kimberly,Miller,0
Eric,Preston,0
Connor,Grant,0
Stephanie,Gill,0
Paula,Estrada,0
Danielle,Yu,0
Jessica,Potter,0
Tanner,Carroll,0
Patricia,Gonzalez,0
Katherine,Cooper,0
Kimberly,Gonzalez,0
Janet,Turner,0
Jessica,Werner,0
Shelby,Mitchell,0
Vincent,Flowers,0
Marissa,Clark,0
Tanner,Carroll,0
Maria,Roy,0
Kristen,Allen,0
Ryan,Cook,0
Jennifer,Banks,0
Christine,Davis,0
Maria,Garcia,0
Derrick,George,0
Morgan,Smith,0
Mary,Mcintyre,0
Curtis,Young,0
Allen,Bell,0
Michael,Jones,0
Adam,Riddle,0
Jason,Hernandez,0
Stacy,Lambert,0
Debbie,Hughes,0
Kevin,Elliott,0
Theresa,Powell,0
Connor,Grant,0
Brooke,Smith,0
Andrea,Cruz,0
Kristina,Stewart,0
Monica,West,0
Charles,Preston,0
Jennifer,Scott,0
April,Johnson,0
Sarah,Clark,0
Ellen,Carrillo,0
Kathy,Hughes,0
Ashley,Cruz,0
Jamie,Olson,0
Rachel,Daniels,0
Michele,Patrick,0
Vincent,Waller,0
David,Serrano,0
William,Marshall,0
Janet,Turner,0
Bryan,Miller,0
James,Baldwin,0
Brianna,Wilson,0
Steven,Sanders,0
Alan,Colon,0
Jared,Velazquez,0
Joe,Howard,0
Allen,Bell,0
Rachel,Lowe,0
Larry,House,0
Karen,Gordon,0
Donna,Moreno,0
Lisa,Lopez,0
Joseph,Gonzalez,0
Mark,Wood,0
Lori,Bishop,0
Benjamin,Kim,0
Lori,Ramirez,0
Christopher,Patterson,0
Kayla,Obrien,0
James,Bishop,0
Jennifer,Garcia,0
Helen,Campbell,0
Michael,Fisher,0
Melinda,Gutierrez,0
Linda,Hurst,0
Michael,Lee,0
Derek,Jones,0
Eddie,Mendez,0
Linda,Davis,0
Samuel,Sandoval,0
Scott,Cole,0
Joseph,Nixon,0
Jessica,Potter,0
Timothy,Gomez,0
William,Skinner,0
Rachel,Daniels,0
Linda,Hurst,0
Becky,Mckinney,0
Matthew,Huerta,0
Stephanie,Taylor,0
Donald,Evans,0
Timothy,Kirby,0
Frank,Foster,0
Jack,Hill,0
Robert,Hall,0
Jennifer,Jones,0
Jasmine,Foster,0
Chris,White,0
Raymond,Lloyd,0
Michelle,Rodriguez,0
Gerald,Frank,0
James,Strickland,0
Melissa,Krause,0
Danielle,Walker,0
Leslie,Ford,0
Jackie,Davis,0
Harry,Mckee,0
Krystal,Key,0
Linda,Davis,0
Alan,Colon,0
Brenda,Perez,0
Michelle,Gregory,0
Rick,Martinez,0
Lisa,Mendez,0
Jerry,Robinson,0
Valerie,Davis,0
Tara,Richards,0
James,Hunt,0
Stephanie,Taylor,0
Donna,Davis,0
Joseph,Morgan,0
Olivia,Stephenson,0
Maria,Rosales,0
Shannon,Williams,0
Christopher,Castaneda,0
Jenna,Brooks,0
Alicia,Morales,0
William,Thomas,0
Crystal,Fuller,0
Nathan,Mendoza,0
Lori,Bishop,0
Catherine,Weber,0
Tammy,Davis,0
Samuel,Jenkins,0
Jill,Flores,0
Ashley,Lopez,0
Ryan,Johnson,0
Christian,Roman,0
Mark,Brown,0
Edward,Sanchez,0
Christina,Moore,0
Christian,Roman,0
Stephanie,Taylor,0
Derrick,Flores,0
Matthew,Russell,0
Christian,Johns,0
Marcia,Molina,0
Jose,Campbell,0
Shelby,Cannon,0
Spencer,Williams,0
Scott,Martin,0
Phillip,Delacruz,0
Ellen,Carrillo,0
Pamela,Curtis,0
Randall,Dillon,0
Jacqueline,Marsh,0
Adam,Stark,0
Jeremy,White,0
Emily,Hall,0
Charles,Preston,0
John,Chandler,0
Nathan,Mendoza,0
Felicia,Thomas,0
Toni,Gomez,0
Anna,Logan,0
Brenda,Perez,0
Wayne,Marsh,0
Amanda,Williams,0
Daniel,Owens,0
Judith,Moss,0
Stacy,Walsh,0
Kimberly,Myers,0
Audrey,Hickman,0
Rebecca,Obrien,0
Alicia,Morales,0
Ellen,Carrillo,0
Stephanie,Cummings,0
Andrew,Mcgee,0
Rebecca,Butler,0
Candice,Brown,0
Scott,Martin,0
Steven,Walters,0
Rebecca,Obrien,0
William,Jenkins,0
Debra,Eaton,0
Larry,House,0
Karen,Gordon,0
Barbara,Lowe,0
Bianca,Novak,0
Matthew,Myers,0
Sara,Harris,0
Amanda,Spencer,0
Kristen,Allen,0
Becky,Mckinney,0
Angela,Hodges,0
Larry,House,0
William,Thompson,0
Thomas,Sullivan,0
Michael,Fisher,0
Vincent,Ward,0
Margaret,Williams,0
Randy,Murphy,0
Marcia,Molina,0
James,Strickland,0
Dawn,Tucker,0
Debra,Becker,0
John,Robertson,0
Patrick,Vaughan,0
Jerry,Robinson,0
Audrey,Gonzalez,0
Jose,Vasquez,0
Christopher,Gilbert,0
Cassandra,Nunez,0
Brittany,Guerra,0
Michael,Johnson,0
Morgan,Murray,0
Amber,Perez,0
Rita,Myers,0
Daniel,Owens,0
James,Baldwin,0
Michelle,Beck,0
Derrick,Flores,0
Thomas,Sullivan,0
Angela,Hodges,0
Steven,Walters,0
Shannon,Patterson,0
Kathryn,Smith,0
Tina,Lawrence,0
Candice,Brown,0
Christopher,Sheppard,0
Samuel,Frey,0
Tyler,Wright,0
Stephen,Marshall,0
Lauren,Anderson,0
Kenneth,Edwards,0
Kenneth,Sanchez,0
Jeffrey,Smith,0
Brooke,Fisher,0
Jesse,Roberts,0
Margaret,Lam,0
Whitney,Gallagher,0
Jeffrey,Powers,0
Ronald,Carson,0
Ian,Patton,0
Richard,Vance,0
Kathleen,Heath,0
Patricia,Leach,0
Michelle,Gregory,0
Daniel,Boyd,0
Amanda,Wheeler,0
Kyle,Simmons,0
Benjamin,Kim,0
Denise,Barnett,0
Rachel,Villarreal,0
Steven,Yoder,0
Sara,Harris,0
John,Mccormick,0
Gary,Martinez,0
Gina,Grimes,0
Charles,Rodriguez,0
Crystal,Gamble,0
Michelle,Beck,0
Margaret,Ray,0
Ashley,Whitehead,0
Amanda,Fitzgerald,0
Danielle,Yu,0
Thomas,Jenkins,0
Monica,Tucker,0
Lisa,Hendrix,0
James,Cooper,0
Samuel,Sandoval,0
Jacqueline,Marsh,0
David,Everett,0
Kyle,Park,0
Ian,Patton,0
Margaret,Gibson,0
Karen,Johnson,0
Raymond,Lloyd,0
Michael,Gross,0
Aaron,Murray,0
Jamie,Olson,0
Jessica,Bell,0
Nathan,Thomas,0
Diane,Smith,0
Monica,Tucker,0
Dorothy,Thomas,0
Joseph,Morgan,0
James,Stephens,0
Grace,Williams,0
William,Thompson,0
Alan,Parsons,0
Tara,Campbell,0
Marcia,Molina,0
Lawrence,Davis,0
John,Mccormick,0
Steven,Faulkner,0
Daniel,Graham,0
Anna,Logan,0
Sarah,Clark,0
Margaret,Williams,0
Jeffrey,Vargas,0
Linda,Sanchez,0
Greg,Villarreal,0
Lauren,Anderson,0
Jennifer,Vance,0
Natalie,Watson,0
Monica,Tucker,1
Gerald,Frank,0
Guy,Thompson,0
Ashley,Blanchard,0
Edward,Hensley,1
Brooke,Smith,0
Rachel,Lowe,0
Rebecca,Butler,0
Tammy,Davis,0
Barbara,Taylor,0
Olivia,Stephenson,0
Christopher,Holt,0
William,Jenkins,0
Tyler,Small,0
Jerry,Robinson,0
Susan,Mills,0
Michael,Francis,0
Brenda,Johnson,0
Margaret,Gibson,0
Jessica,Potter,0
David,Hughes,0
Danielle,Yu,0
Robert,Drake,0
Kayla,Sutton,0
Lisa,Lowe,0
Justin,Bell,0
Lauren,Anderson,0
Joanne,Padilla,0
Jessica,Werner,0
Samuel,Sandoval,0
Joseph,Murray,0
Tanya,Dickerson,0
Linda,Sanchez,0
Angela,West,0
Sally,Moore,0
Tammy,Ayers,0
David,Miller,0
Sarah,Adams,0
